SystemName,3.1.1,3.1.2,3.1.3,3.2.1,3.2.2,3.2.3,3.3.1,3.3.2,3.3.3,3.4.1,3.4.2,3.4.3,3.5.1,3.5.2,3.5.3,3.6.1,3.6.2,3.6.3,3.7.1,3.7.2,3.7.3,3.8.1,3.8.2,3.8.3,3.9.1,3.9.2,3.9.3,Result,Compliance Status
System-410,87,89,28,91,51,4,14,9,18,27,97,29,29,55,93,24,36,78,32,76,94,83,57,60,33,89,38,53,Not Compliant
System-411,62,5,63,1,7,25,78,95,35,51,0,4,4,29,2,71,25,35,62,38,79,29,96,80,35,36,1,39,Not Compliant
System-412,30,94,54,18,89,6,8,79,24,44,12,94,68,27,49,71,81,15,57,74,32,57,71,26,83,97,90,54,Not Compliant
System-413,95,99,92,82,90,86,92,83,89,95,96,96,82,97,92,88,86,81,85,96,96,90,82,98,97,87,85,91,Compliant
System-414,77,96,80,28,69,4,96,60,39,10,35,47,87,46,52,13,49,42,28,99,58,38,94,42,33,85,68,55,Not Compliant
System-415,57,92,82,55,20,48,88,67,88,28,15,50,38,47,47,30,54,77,5,24,81,73,87,47,13,79,99,56,Not Compliant
System-416,18,36,52,9,62,22,35,2,58,37,90,66,3,11,32,30,39,84,95,9,21,5,4,69,6,66,46,38,Not Compliant
System-417,96,81,40,83,15,40,78,79,70,27,92,75,99,60,41,84,25,50,89,37,31,34,83,16,30,86,75,60,Not Compliant
System-418,90,0,97,65,7,65,4,53,90,21,35,47,67,22,74,78,39,73,68,31,12,45,8,3,79,43,8,46,Not Compliant
System-419,1,55,3,35,82,3,6,40,64,71,73,39,24,6,90,92,61,88,62,31,39,89,75,43,41,98,40,51,Not Compliant
System-420,89,86,89,80,96,95,88,87,94,92,87,88,98,85,91,80,94,87,80,84,95,92,90,87,95,95,87,90,Compliant
System-421,44,51,83,20,56,15,36,85,60,37,5,41,41,4,8,30,81,12,47,60,29,8,64,53,81,56,89,45,Not Compliant
System-422,99,90,81,89,90,89,93,91,82,95,81,92,95,82,97,82,86,80,90,97,91,88,82,95,96,99,81,90,Compliant
System-423,13,5,9,7,99,68,42,42,72,29,32,63,88,47,68,22,2,49,55,84,21,52,92,64,33,92,24,48,Not Compliant
System-424,90,95,93,92,88,83,80,87,96,87,95,98,83,90,80,97,98,80,83,81,93,98,81,91,96,92,98,90,Compliant
System-425,82,5,77,19,10,99,37,77,39,88,4,44,62,67,40,90,86,81,9,66,25,63,35,95,40,17,97,54,Not Compliant
System-426,91,49,64,28,70,29,85,47,45,26,63,39,27,62,15,86,73,50,66,29,56,1,45,89,65,7,3,49,Not Compliant
System-427,63,9,66,7,25,76,97,50,21,46,97,5,5,85,44,62,94,72,63,93,38,21,44,17,25,65,76,51,Not Compliant
System-428,32,38,6,83,74,85,37,63,14,80,80,78,17,52,30,61,56,88,82,67,75,87,5,0,12,12,32,50,Not Compliant
System-429,93,94,95,93,87,99,88,89,85,99,80,86,99,90,92,83,88,87,98,96,90,93,98,85,83,94,99,92,Compliant
System-430,35,5,11,84,43,12,60,22,84,45,33,5,11,46,83,63,68,44,43,20,59,97,41,3,93,38,4,43,Not Compliant
System-431,56,67,16,81,21,10,90,40,23,98,8,22,88,82,6,10,72,70,38,58,2,27,44,4,43,30,59,44,Not Compliant
System-432,55,43,77,68,61,63,46,26,95,61,58,84,86,93,18,36,59,3,1,86,80,23,26,62,13,14,91,53,Not Compliant
System-433,89,78,17,89,4,85,54,51,18,73,52,74,57,86,74,2,42,75,63,36,50,46,21,1,6,35,13,48,Not Compliant
System-434,20,28,40,25,26,98,58,68,38,20,5,7,67,94,4,72,57,79,20,59,33,3,38,84,19,72,61,45,Not Compliant
System-435,92,92,83,98,96,94,83,95,82,80,97,85,88,92,86,94,98,94,90,83,99,89,90,98,93,99,94,92,Compliant
System-436,61,8,70,81,3,46,14,49,3,74,36,69,57,55,43,84,20,68,88,22,96,36,11,40,18,13,97,47,Not Compliant
System-437,74,64,5,50,76,91,2,21,0,37,34,60,54,60,40,1,59,85,76,3,96,11,98,57,16,81,46,49,Not Compliant
System-438,95,61,56,94,26,5,52,26,43,29,4,83,41,43,11,5,42,16,36,33,90,20,65,18,74,45,18,42,Not Compliant
System-439,83,25,52,85,32,33,1,18,92,86,54,40,83,11,76,12,83,79,52,77,18,85,80,77,88,85,33,58,Not Compliant
System-440,76,68,97,92,26,68,30,2,44,51,85,15,57,50,38,69,8,63,43,93,81,62,58,47,0,68,18,53,Not Compliant
System-441,89,50,62,75,67,28,94,80,18,52,17,6,20,69,3,93,54,21,80,83,7,56,68,51,18,91,76,53,Not Compliant
System-442,60,22,64,32,63,22,75,5,55,15,96,18,44,95,9,42,34,59,24,77,59,72,24,96,17,43,63,48,Not Compliant
System-443,24,74,83,41,8,86,27,22,48,48,49,52,56,68,27,33,23,7,97,92,51,69,43,31,87,90,19,51,Not Compliant
System-444,47,52,21,14,7,1,90,49,74,0,34,5,88,99,47,52,62,95,28,5,40,77,74,92,82,40,97,51,Not Compliant
System-445,97,90,96,91,95,93,88,84,96,91,81,92,94,84,86,88,93,80,93,88,99,87,85,82,88,83,89,90,Compliant
System-446,60,68,78,26,27,45,45,36,27,72,48,41,6,33,46,64,54,27,5,31,9,61,61,93,38,0,44,43,Not Compliant
System-447,26,95,24,25,56,33,10,10,46,17,90,65,84,70,86,61,89,91,16,0,2,67,16,1,24,38,2,43,Not Compliant
System-448,42,70,89,28,74,12,65,6,76,54,73,41,67,43,30,5,87,94,75,61,70,51,60,89,67,82,98,60,Not Compliant
System-449,1,58,16,91,75,10,35,92,95,56,24,88,34,18,2,3,75,63,76,20,18,62,87,14,89,68,76,50,Not Compliant
System-450,32,79,55,3,13,48,88,66,12,25,79,58,4,46,28,58,63,82,91,25,99,19,16,14,62,25,89,48,Not Compliant
System-451,21,85,30,83,25,28,11,38,79,6,45,64,49,45,53,61,7,12,11,5,16,60,50,25,62,94,53,42,Not Compliant
System-452,86,81,89,96,96,81,97,82,99,82,93,80,90,82,97,93,89,93,96,89,80,82,92,97,98,93,85,90,Compliant
System-453,97,65,65,73,3,26,72,88,35,64,6,43,64,7,64,76,62,94,72,63,22,22,65,48,49,33,59,54,Not Compliant
System-454,2,71,63,58,33,42,16,70,4,31,26,78,37,43,90,22,86,18,52,13,76,84,91,39,40,26,25,46,Not Compliant
System-455,10,26,10,76,65,3,9,67,46,22,64,68,7,16,57,81,23,80,51,28,98,71,67,13,47,13,44,44,Not Compliant
System-456,84,15,90,99,1,7,98,54,89,42,73,93,20,70,46,94,39,11,26,34,97,6,57,56,44,83,67,56,Not Compliant
System-457,97,86,91,92,88,93,83,95,85,91,98,98,96,84,84,95,85,80,81,81,84,96,93,83,90,96,88,90,Compliant
System-458,53,33,13,53,2,61,85,67,3,69,41,26,46,62,67,50,81,88,13,67,15,1,78,56,87,45,21,48,Not Compliant
System-459,93,66,24,93,15,7,66,46,96,46,8,51,86,71,37,69,46,94,19,5,26,62,0,59,33,15,9,46,Not Compliant
System-460,91,10,73,76,98,32,71,20,81,69,5,74,28,31,49,91,76,99,81,46,77,33,91,28,12,82,20,58,Not Compliant
System-461,76,89,96,99,61,0,36,53,60,47,84,16,26,50,3,37,56,90,99,22,33,95,40,50,59,6,77,55,Not Compliant
System-462,14,4,83,54,10,81,21,55,67,91,76,26,71,13,28,32,13,26,59,17,23,14,69,77,5,2,19,39,Not Compliant
System-463,19,50,6,43,59,16,99,94,85,19,72,8,50,92,17,16,33,99,38,48,2,58,70,91,81,4,71,50,Not Compliant
System-464,28,71,75,16,61,26,24,36,64,86,4,63,38,13,83,45,93,93,0,17,81,67,36,80,66,26,62,51,Not Compliant
System-465,58,28,54,6,43,62,38,28,50,62,86,3,98,73,46,7,3,6,3,13,99,96,52,0,39,64,94,45,Not Compliant
System-466,84,25,75,61,26,3,10,85,96,1,25,69,49,94,34,12,69,49,49,7,14,43,32,3,64,30,81,45,Not Compliant
System-467,56,72,69,46,81,18,73,49,49,51,66,45,50,1,0,69,13,96,50,79,63,8,69,88,19,76,99,54,Not Compliant
System-468,93,98,85,85,87,90,90,88,83,87,94,83,96,98,83,93,96,82,87,82,98,93,85,83,89,97,94,90,Compliant
System-469,14,86,50,84,25,9,76,0,68,2,46,48,52,80,35,88,39,56,49,39,31,89,4,22,58,74,70,48,Not Compliant
System-470,65,17,57,1,28,59,64,53,79,15,20,39,95,7,6,97,95,11,81,49,73,82,93,40,8,37,89,51,Not Compliant
System-471,60,64,25,27,8,20,77,56,10,65,75,70,14,35,45,91,22,84,4,19,35,67,65,80,44,42,44,47,Not Compliant
System-472,80,55,47,38,26,13,29,99,76,28,11,19,27,87,77,53,78,41,35,81,77,96,18,22,66,47,38,51,Not Compliant
System-473,25,88,76,30,42,52,70,88,62,95,63,4,71,40,88,84,93,17,16,43,46,11,44,45,48,94,8,54,Not Compliant
System-474,25,26,99,47,87,75,96,34,31,99,85,94,55,82,33,44,78,96,45,2,45,65,97,60,82,11,9,60,Not Compliant
System-475,78,85,76,56,63,37,70,2,14,99,29,61,86,75,8,82,26,26,21,76,63,5,60,48,89,5,57,52,Not Compliant
System-476,79,4,86,23,29,49,41,95,56,1,84,36,57,54,20,39,90,99,88,98,42,51,10,8,89,82,21,53,Not Compliant
System-477,91,95,96,97,84,82,99,90,85,92,92,83,88,98,98,80,82,98,84,99,84,94,87,83,80,89,96,90,Compliant
System-478,84,61,66,12,14,25,49,43,11,88,30,96,15,75,3,40,34,75,93,41,7,12,81,41,71,29,8,45,Not Compliant
System-479,37,33,55,59,71,79,16,42,24,31,13,48,12,30,26,52,92,66,56,5,16,89,61,64,45,17,31,44,Not Compliant
System-480,50,94,44,91,61,28,31,65,78,63,12,9,14,84,83,81,97,73,14,95,36,56,22,64,90,21,55,56,Not Compliant
System-481,94,92,85,82,81,80,97,90,94,91,83,95,95,95,99,86,94,82,83,99,97,95,94,83,83,88,91,90,Compliant
System-482,88,94,88,80,92,97,97,90,82,81,95,91,94,91,94,83,85,98,98,93,94,97,91,93,92,83,97,92,Compliant
System-483,29,54,39,8,77,98,69,47,86,45,21,50,87,5,10,80,3,35,68,58,94,52,36,96,14,46,33,50,Not Compliant
System-484,89,87,8,59,91,32,39,23,86,67,48,7,11,81,50,11,34,71,68,17,96,7,59,94,76,13,84,53,Not Compliant
System-485,22,17,14,40,72,50,27,57,26,49,41,87,61,72,76,93,73,87,51,14,30,67,17,91,8,99,82,53,Not Compliant
System-486,74,90,47,97,9,8,91,13,0,15,73,11,70,53,97,32,36,5,41,21,58,66,50,99,78,96,45,51,Not Compliant
System-487,73,32,96,31,42,20,67,29,22,69,96,60,96,96,89,38,92,19,34,44,8,35,26,99,24,63,50,54,Not Compliant
System-488,81,59,85,66,38,76,14,59,44,14,5,8,43,61,6,75,10,37,44,92,63,31,68,55,69,49,25,48,Not Compliant
System-489,22,69,19,40,50,9,46,11,80,37,21,63,59,33,97,60,92,80,42,56,61,50,65,60,53,23,80,52,Not Compliant
System-490,27,71,6,4,15,15,5,14,31,75,21,2,17,68,4,78,9,44,90,82,44,61,5,34,37,12,48,35,Not Compliant
System-491,43,18,16,21,52,37,99,66,11,8,80,2,80,92,15,87,91,55,88,99,67,90,77,14,84,79,44,57,Not Compliant
System-492,0,92,98,69,90,92,67,67,30,30,84,49,14,44,5,10,72,69,85,46,97,67,17,72,45,32,61,56,Not Compliant
System-493,29,75,49,91,76,42,19,45,55,70,82,34,41,29,50,54,90,99,43,58,89,32,49,72,32,56,86,58,Not Compliant
System-494,31,9,67,94,27,75,56,24,98,31,89,98,22,50,66,57,62,60,61,75,43,34,94,92,64,60,33,59,Not Compliant
System-495,36,44,46,0,83,44,78,99,65,2,85,40,90,42,27,21,36,10,81,26,86,20,84,31,77,36,82,51,Not Compliant
System-496,26,16,8,90,1,46,75,9,48,48,60,23,74,48,81,64,84,72,19,94,17,5,50,14,87,30,51,46,Not Compliant
System-497,41,4,13,10,13,0,83,65,43,71,63,66,21,15,57,11,69,88,33,63,10,23,25,60,54,68,98,44,Not Compliant
System-498,48,48,99,74,99,73,99,25,15,25,16,31,76,79,71,85,67,27,9,28,13,22,86,45,14,44,91,53,Not Compliant
System-499,76,44,62,27,82,87,67,21,29,27,19,62,77,84,86,61,8,74,76,22,37,22,29,22,65,65,66,52,Not Compliant
System-500,58,93,47,64,54,85,45,63,79,74,54,80,36,7,38,86,92,10,59,7,15,40,98,47,13,82,9,54,Not Compliant
System-501,36,60,53,37,22,8,84,95,92,4,64,29,75,51,48,94,6,42,12,38,34,88,56,37,92,9,74,50,Not Compliant
System-502,59,37,10,95,60,22,90,15,28,48,64,64,61,15,33,21,89,2,0,14,79,96,36,61,38,31,80,47,Not Compliant
System-503,68,5,51,13,62,68,39,74,7,0,9,52,33,24,45,0,6,2,0,14,14,72,16,39,82,87,94,37,Not Compliant
System-504,97,0,88,29,96,65,13,21,96,17,11,46,32,50,49,12,68,19,0,1,9,20,80,13,23,77,41,40,Not Compliant
System-505,96,25,73,63,12,86,76,77,28,42,30,62,64,18,72,72,15,10,30,38,32,85,96,29,89,20,99,54,Not Compliant
System-506,37,3,93,55,9,3,57,26,22,3,45,22,75,67,33,56,14,64,62,55,83,52,38,19,16,39,44,41,Not Compliant
System-507,86,97,85,91,86,82,99,87,83,92,81,92,95,84,99,85,96,83,83,92,91,83,96,88,98,99,83,90,Compliant
System-508,15,64,61,93,42,53,72,47,29,66,47,33,31,39,43,13,69,43,94,94,3,38,61,10,93,12,73,50,Not Compliant
System-509,50,9,24,75,88,22,78,88,70,19,33,73,46,50,37,87,45,5,82,86,2,71,38,42,93,57,67,54,Not Compliant
System-510,12,13,59,8,12,51,22,51,90,98,40,43,79,8,94,20,20,84,76,46,28,24,23,13,97,74,67,47,Not Compliant
System-511,5,70,41,69,61,91,68,21,49,26,47,49,22,8,33,23,80,83,92,77,24,86,8,42,77,82,13,50,Not Compliant
System-512,70,49,73,35,70,47,9,87,8,91,60,29,6,86,5,37,70,94,79,63,57,35,2,86,96,72,73,56,Not Compliant
System-513,85,34,19,66,51,19,87,55,83,57,58,86,24,92,17,98,5,51,33,92,31,97,2,17,10,67,3,50,Not Compliant
System-514,16,77,84,44,37,75,46,67,97,12,6,59,96,85,65,60,8,37,74,0,86,98,63,0,17,43,86,54,Not Compliant
System-515,23,79,73,0,28,90,36,73,64,23,28,57,65,42,17,80,25,43,0,98,15,68,50,48,7,4,25,43,Not Compliant
System-516,71,40,63,18,8,5,40,45,98,80,53,41,44,71,70,48,53,6,60,35,57,26,43,94,57,56,21,49,Not Compliant
System-517,88,96,83,94,86,90,87,92,89,83,93,87,86,96,93,88,98,91,80,93,98,91,83,92,97,83,86,90,Compliant
System-518,58,58,4,1,73,67,43,36,6,83,82,20,90,65,6,14,85,29,70,50,11,45,19,2,37,79,22,43,Not Compliant
System-519,36,85,13,88,78,77,22,33,41,62,85,43,5,98,36,98,61,83,85,64,69,42,48,89,21,80,57,60,Not Compliant
System-520,3,65,33,55,3,71,90,57,34,88,75,54,32,83,86,5,9,31,22,54,68,80,33,54,55,4,48,48,Not Compliant
System-521,94,65,75,20,65,8,19,67,19,43,81,94,89,16,50,47,29,45,83,78,44,74,22,62,80,11,76,54,Not Compliant
System-522,2,81,38,9,43,67,37,94,99,35,47,18,42,97,27,72,8,26,62,50,1,0,11,37,64,65,29,43,Not Compliant
System-523,4,58,26,23,21,84,16,75,65,36,58,5,79,76,86,96,56,88,76,84,9,67,34,61,43,14,5,50,Not Compliant
System-524,45,21,73,7,12,7,22,76,69,51,35,21,77,78,17,30,73,21,79,28,77,33,78,28,50,71,23,45,Not Compliant
System-525,3,32,83,39,54,44,55,80,76,96,67,63,76,10,17,53,18,90,70,39,33,79,41,68,20,71,82,55,Not Compliant
System-526,33,20,87,3,50,81,60,40,43,43,88,53,81,83,26,6,38,91,5,67,40,86,75,30,61,84,20,52,Not Compliant
System-527,21,41,7,18,80,30,13,69,68,69,73,17,34,59,72,1,28,25,53,8,28,62,13,67,92,69,82,45,Not Compliant
System-528,44,25,90,19,90,6,10,9,41,22,29,53,78,30,14,65,19,36,88,1,88,61,99,64,65,31,56,46,Not Compliant
System-529,12,94,62,20,92,93,16,93,73,18,87,94,26,31,28,38,41,64,76,61,43,65,38,62,92,38,51,56,Not Compliant
System-530,73,95,73,81,96,73,7,4,46,2,84,13,23,52,81,36,57,33,87,9,68,59,15,95,46,14,4,50,Not Compliant
System-531,11,98,70,63,59,24,19,62,99,99,75,27,95,5,28,23,87,44,82,59,57,88,96,14,52,97,64,60,Not Compliant
System-532,55,52,91,82,5,28,4,19,74,24,33,78,97,50,51,1,78,96,53,84,69,33,22,8,49,38,4,48,Not Compliant
System-533,21,44,38,39,47,38,92,38,72,55,26,41,79,53,91,79,97,93,52,12,30,52,83,7,10,38,39,51,Not Compliant
System-534,77,94,97,82,14,93,1,52,65,69,62,76,19,36,42,63,80,80,88,18,72,33,34,42,34,71,91,59,Not Compliant
System-535,59,57,11,76,76,41,26,75,18,13,58,94,7,70,38,44,96,88,45,70,31,59,71,68,70,93,78,57,Not Compliant
System-536,19,35,44,75,21,66,48,22,4,66,1,30,77,30,65,28,90,96,17,6,74,98,86,59,29,60,56,49,Not Compliant
System-537,70,32,45,11,22,47,39,74,96,66,18,67,21,89,27,98,19,77,22,46,92,91,42,47,92,93,38,55,Not Compliant
System-538,41,5,40,53,79,66,43,71,28,91,95,33,70,66,84,47,96,40,14,6,20,77,33,53,40,31,11,50,Not Compliant
System-539,97,31,85,35,68,24,68,21,56,22,60,18,99,70,6,79,63,41,58,72,26,51,35,51,0,27,60,49,Not Compliant
System-540,27,32,84,71,66,16,22,0,76,85,45,47,7,5,4,17,96,43,47,28,87,50,28,16,46,25,53,42,Not Compliant
System-541,37,75,99,80,83,21,67,13,15,80,31,72,42,23,94,96,52,37,21,9,1,57,19,34,67,50,47,49,Not Compliant
System-542,42,7,44,83,1,9,47,53,26,46,35,56,72,76,90,19,4,39,32,73,51,62,50,46,42,3,46,43,Not Compliant
System-543,99,72,26,4,34,11,49,36,53,42,81,7,69,5,1,35,8,98,52,38,64,26,60,23,21,95,95,45,Not Compliant
System-544,7,3,15,38,64,48,31,84,92,59,70,74,43,2,11,43,82,1,96,38,86,10,81,85,18,57,86,50,Not Compliant
System-545,98,93,84,81,44,78,28,49,83,62,18,93,50,93,8,66,8,97,45,9,0,28,17,96,49,21,6,52,Not Compliant
System-546,60,1,51,22,94,88,84,37,42,56,53,80,58,54,7,37,41,61,11,72,57,56,15,71,45,45,2,49,Not Compliant
System-547,94,58,81,33,75,81,39,75,5,52,21,81,3,59,58,6,69,60,72,41,18,66,8,74,22,30,62,50,Not Compliant
System-548,91,38,86,63,47,29,93,48,70,91,27,83,34,30,8,98,95,85,93,34,58,41,98,30,61,34,41,60,Not Compliant
System-549,90,28,75,96,26,47,2,61,9,80,64,36,92,9,38,21,56,73,15,24,95,39,31,99,13,55,36,49,Not Compliant
System-550,53,12,28,54,81,9,19,13,48,21,43,64,64,69,99,65,64,87,14,71,21,13,13,15,43,45,87,45,Not Compliant
System-551,51,58,12,11,17,51,75,97,23,32,42,13,5,98,85,50,2,47,50,0,50,89,17,3,82,35,62,43,Not Compliant
System-552,41,38,4,96,58,71,96,28,28,10,77,10,99,89,23,29,92,72,24,12,34,67,66,2,10,31,57,47,Not Compliant
System-553,84,69,75,62,33,25,70,11,14,70,32,58,11,20,39,38,30,11,22,21,45,26,99,74,69,56,5,44,Not Compliant
System-554,43,2,11,37,11,57,44,37,9,80,99,60,82,2,38,21,49,57,35,35,53,59,8,36,84,43,73,44,Not Compliant
System-555,97,35,59,6,57,90,1,84,98,65,26,69,58,2,30,64,31,57,16,74,37,82,42,24,90,61,81,54,Not Compliant
System-556,98,84,12,20,77,13,62,5,16,86,68,4,83,86,39,73,1,45,54,77,71,37,23,76,34,29,50,49,Not Compliant
System-557,71,15,20,45,10,48,74,4,30,36,97,69,12,97,44,38,97,81,72,17,99,4,13,29,17,23,95,47,Not Compliant
System-558,73,0,34,21,30,52,54,92,49,99,59,72,43,46,79,31,21,35,59,16,56,25,23,7,87,77,34,48,Not Compliant
System-559,44,86,21,94,96,46,2,85,61,21,40,39,5,47,96,94,56,81,8,65,64,95,54,15,93,56,8,55,Not Compliant
System-560,71,2,56,15,92,15,3,71,92,87,80,42,91,59,4,79,81,40,53,69,15,16,70,44,6,93,66,53,Not Compliant
System-561,78,57,96,57,79,82,63,55,71,40,38,57,1,3,63,34,76,88,18,34,95,73,3,17,21,99,10,53,Not Compliant
System-562,52,67,30,47,40,23,1,62,97,58,47,64,10,10,31,99,57,76,89,30,46,94,38,82,45,10,33,50,Not Compliant
System-563,77,74,50,2,49,58,46,64,36,26,19,69,16,27,67,67,6,17,62,10,31,79,29,40,60,13,86,44,Not Compliant
System-564,1,68,17,47,0,63,73,55,62,42,63,20,60,14,95,12,51,10,62,20,95,81,81,77,90,71,14,50,Not Compliant
System-565,80,64,52,78,43,26,22,73,75,88,99,40,0,64,55,0,95,48,95,74,38,76,95,35,51,90,95,62,Not Compliant
System-566,56,4,70,94,70,48,49,89,73,51,23,81,97,98,57,13,67,73,97,0,21,30,89,47,97,77,70,61,Not Compliant
System-567,74,84,81,27,27,6,54,8,10,26,16,77,17,33,45,1,10,50,4,49,33,30,85,1,16,73,92,39,Not Compliant
System-568,93,96,91,99,93,92,85,93,92,88,88,93,91,93,98,92,95,95,96,88,97,81,85,82,99,82,88,92,Compliant
System-569,79,77,86,29,48,18,54,88,50,2,89,86,35,69,5,26,18,56,6,15,76,11,29,91,39,41,91,49,Not Compliant
System-570,66,88,18,47,37,88,67,57,36,31,1,68,45,31,13,25,42,96,14,61,44,48,19,1,44,89,40,46,Not Compliant
System-571,43,42,86,88,3,67,26,39,92,7,88,44,59,39,76,42,5,53,60,48,99,50,32,88,59,66,99,56,Not Compliant
System-572,96,90,92,84,90,89,89,87,85,88,89,96,97,87,88,80,95,90,99,93,89,83,92,88,81,80,93,90,Compliant
System-573,47,68,11,46,91,29,39,53,29,55,37,57,48,32,45,75,91,9,13,20,11,31,68,27,49,17,83,44,Not Compliant
System-574,47,63,7,83,63,2,28,13,14,91,80,0,28,54,60,35,8,89,52,55,31,17,67,33,43,70,38,44,Not Compliant
System-575,74,89,23,0,26,94,25,48,92,94,24,5,60,32,29,89,54,69,6,58,10,4,90,69,1,75,21,47,Not Compliant
System-576,38,96,37,75,99,91,33,35,21,46,63,91,98,65,21,87,71,43,97,35,14,88,43,35,92,62,38,60,Not Compliant
System-577,77,40,76,48,61,34,24,76,85,87,78,73,77,60,88,71,8,73,69,66,17,70,3,81,47,24,34,58,Not Compliant
System-578,19,54,11,8,87,90,94,75,28,65,77,83,78,81,44,53,25,88,66,51,32,30,17,16,71,97,68,56,Not Compliant
System-579,83,97,97,81,88,86,90,90,93,92,86,96,81,95,98,92,87,96,85,83,80,97,94,87,83,99,89,90,Compliant
System-580,3,87,37,27,49,35,97,92,42,68,80,71,97,89,45,80,34,20,24,93,41,82,21,30,60,42,33,55,Not Compliant
System-581,60,94,66,50,76,68,71,34,72,55,46,95,2,75,7,6,80,76,58,71,69,53,31,78,84,91,28,60,Not Compliant
System-582,27,53,91,39,62,7,71,41,96,95,69,28,99,8,23,56,3,60,64,75,4,39,46,22,13,27,96,49,Not Compliant
System-583,86,53,44,52,67,45,46,54,32,88,2,28,40,11,14,25,41,30,37,43,22,38,75,39,97,55,75,46,Not Compliant
System-584,77,56,8,54,68,71,21,24,19,23,43,45,76,97,94,40,29,94,28,67,7,28,36,90,8,66,31,49,Not Compliant
System-585,37,91,59,9,29,24,59,76,70,17,95,96,90,2,74,15,85,14,4,60,39,10,91,76,42,56,28,50,Not Compliant
System-586,44,54,44,92,38,16,87,52,25,11,23,19,55,5,17,92,5,48,47,2,23,21,54,19,80,86,43,41,Not Compliant
System-587,61,20,53,74,85,33,77,34,65,85,89,0,53,37,54,29,49,81,67,87,15,59,6,85,95,74,39,56,Not Compliant
System-588,59,37,64,98,51,26,13,22,8,56,67,70,16,43,18,63,58,87,70,29,38,23,89,27,28,46,59,47,Not Compliant
System-589,33,35,79,14,22,14,63,55,92,8,94,65,58,32,51,85,2,22,83,14,48,30,22,34,14,30,81,44,Not Compliant
System-590,18,72,47,16,76,32,75,75,39,29,54,90,11,87,35,97,66,99,5,45,25,13,75,64,98,18,84,54,Not Compliant
System-591,61,76,68,20,90,61,87,39,47,78,93,36,62,80,33,38,80,74,29,70,41,83,45,8,52,60,64,59,Not Compliant
System-592,73,11,4,84,79,63,46,29,78,41,34,99,3,29,61,26,75,76,59,58,85,39,99,84,9,85,86,57,Not Compliant
System-593,41,9,69,35,43,40,18,40,97,81,29,21,81,20,75,17,98,67,52,2,57,11,77,89,7,40,25,46,Not Compliant
System-594,36,99,64,2,25,7,18,78,33,34,32,31,44,38,41,61,22,30,60,32,82,65,17,14,92,80,37,44,Not Compliant
System-595,46,76,49,23,51,86,25,9,66,81,16,90,77,41,68,94,88,63,12,0,26,13,20,14,1,89,69,48,Not Compliant
System-596,91,55,64,57,13,50,4,15,7,22,87,3,66,78,4,64,51,97,49,61,19,41,50,18,27,12,57,44,Not Compliant
System-597,50,32,54,88,60,85,95,94,77,85,38,5,24,78,47,52,96,57,28,64,54,88,76,84,39,14,38,60,Not Compliant
System-598,7,67,7,83,9,0,10,89,48,58,74,23,94,63,33,9,30,94,39,44,86,17,30,24,17,67,29,43,Not Compliant
System-599,99,84,87,82,87,87,83,98,91,97,86,86,84,93,89,90,88,81,91,95,87,88,82,98,82,87,87,89,Compliant
System-600,22,47,48,78,30,74,89,16,50,78,7,84,66,64,77,96,10,75,50,42,10,27,71,61,83,46,60,55,Not Compliant
System-601,13,20,29,22,64,6,58,1,35,79,81,21,55,83,92,13,81,4,84,5,82,78,74,94,73,64,76,52,Not Compliant
System-602,39,73,86,10,32,35,56,7,40,0,98,30,5,43,49,42,2,77,97,47,54,67,62,85,86,28,62,49,Not Compliant
System-603,39,63,61,77,49,97,82,45,52,67,38,58,40,98,49,53,84,67,48,97,26,58,10,63,90,61,77,62,Not Compliant
System-604,43,69,39,91,54,90,5,26,37,69,50,40,86,33,18,15,12,73,5,76,92,34,67,90,64,30,11,49,Not Compliant
System-605,55,89,52,7,26,0,67,75,14,69,30,99,46,69,30,20,31,79,67,46,36,42,38,83,60,18,22,48,Not Compliant
System-606,99,62,18,18,58,69,27,79,26,71,39,92,90,85,57,17,12,5,59,82,70,27,54,6,18,93,16,50,Not Compliant
System-607,47,81,5,14,29,3,16,16,1,20,54,83,1,78,91,8,70,63,83,23,80,89,84,78,80,24,9,46,Not Compliant
System-608,52,15,81,44,99,89,66,27,32,8,60,63,78,74,43,67,39,1,74,68,82,33,49,49,49,23,51,53,Not Compliant
System-609,48,19,58,77,47,19,53,56,20,72,96,32,60,89,82,36,93,97,23,22,90,93,74,37,26,13,18,54,Not Compliant
System-610,92,84,90,83,94,89,97,87,94,86,85,82,86,86,88,81,95,90,90,81,91,94,80,93,84,89,98,89,Compliant
System-611,32,15,32,40,20,86,47,24,93,4,72,27,9,66,81,15,28,65,36,74,83,98,90,63,80,80,59,53,Not Compliant
System-612,31,37,70,56,46,46,36,91,76,16,29,4,8,69,13,61,88,2,8,2,43,59,81,17,9,74,45,42,Not Compliant
System-613,38,19,78,33,48,68,10,95,95,52,0,42,57,52,33,34,62,89,66,18,91,38,23,4,86,25,41,49,Not Compliant
System-614,71,55,11,96,4,54,47,92,96,91,2,3,44,49,95,60,82,9,57,40,77,45,1,92,86,94,50,56,Not Compliant
System-615,15,79,13,30,41,47,70,82,62,69,8,50,5,88,64,39,27,10,92,65,47,84,99,59,94,26,37,52,Not Compliant
