,SystemName,1.1.1,1.1.2,1.1.3,1.2.1,1.2.2,1.2.3,1.3.1,1.3.2,1.3.3,1.4.1,1.4.2,1.4.3,1.5.1,1.5.2,1.5.3,1.6.1,1.6.2,1.6.3,1.7.1,1.7.2,1.7.3,1.8.1,1.8.2,1.8.3,1.9.1,1.9.2,1.9.3,Result
1510,System-52_2,51,54,51,53,58,59,59,50,51,56,59,51,56,59,59,51,55,58,55,55,56,54,59,50,56,51,51,0
1511,System-52_3,58,57,50,53,51,57,56,57,55,52,56,55,50,51,51,54,52,57,53,59,56,51,58,58,57,58,51,0
1512,System-52_4,51,51,55,56,54,54,54,57,55,54,58,56,57,58,54,57,50,56,54,55,59,50,58,54,54,58,53,0
1513,System-52_5,58,58,51,56,53,55,57,57,50,56,51,53,52,59,55,51,54,58,58,54,56,58,57,50,53,52,53,0
1514,System-52_6,53,52,54,53,50,59,58,50,53,58,54,54,52,52,58,50,53,58,57,50,58,54,52,53,58,51,51,0
1515,System-52_7,50,56,58,53,51,58,51,51,51,53,59,57,53,52,57,54,51,54,54,50,58,53,59,58,57,58,54,0
1516,System-52_8,57,56,54,50,53,57,53,58,56,58,56,54,52,59,53,56,56,50,55,55,50,54,56,56,57,54,54,0
1517,System-52_9,52,53,56,56,52,51,55,58,51,56,54,51,55,57,59,55,57,53,56,51,54,52,51,56,54,51,55,0
1518,System-52_10,55,51,52,50,55,52,58,54,51,56,59,55,51,55,50,52,50,58,59,51,52,58,53,52,51,52,55,0
1519,System-52_11,57,51,59,54,50,53,55,50,51,56,55,53,53,55,51,53,51,53,55,57,59,58,58,54,51,54,50,0
1520,System-52_12,54,57,52,57,54,55,56,55,56,53,58,53,55,50,51,53,51,56,52,53,57,59,58,53,53,50,53,0
1521,System-52_13,52,53,50,53,52,53,59,54,58,55,59,59,51,57,59,54,53,56,50,57,57,56,57,56,56,58,58,0
1522,System-52_14,54,55,58,56,53,50,54,54,58,56,55,51,50,52,51,52,52,59,58,59,59,53,51,53,57,54,50,0
1523,System-52_15,59,57,52,51,58,52,53,57,59,53,56,51,56,58,56,58,53,57,51,51,50,55,56,58,50,52,57,0
1524,System-52_16,53,54,59,52,52,55,53,53,53,53,58,55,51,53,57,52,53,58,53,50,58,55,56,59,58,52,54,0
1525,System-52_17,50,57,53,53,57,56,52,53,56,59,55,55,54,56,50,59,50,54,50,52,55,57,53,51,58,54,53,0
1526,System-52_18,57,51,56,59,50,52,57,52,52,59,55,55,57,53,51,51,51,56,58,54,59,57,58,59,54,51,55,0
1527,System-52_19,57,50,50,52,55,57,50,57,57,52,56,55,55,54,58,57,54,53,55,59,57,51,50,58,58,52,52,0
1528,System-52_20,55,58,55,55,59,59,54,56,52,57,55,58,51,50,56,54,58,58,56,53,56,53,58,57,58,56,53,0
1529,System-52_21,57,55,55,52,57,52,53,52,55,57,52,54,56,54,53,59,52,54,51,53,53,51,51,54,51,55,51,0
1530,System-52_22,52,56,51,51,50,57,50,54,58,51,56,56,50,50,53,55,55,56,51,54,59,51,57,59,54,55,54,0
1531,System-52_23,55,58,53,55,56,56,53,51,53,59,55,58,58,55,58,57,51,52,57,58,50,54,56,56,57,51,57,0
1532,System-52_24,50,58,54,53,55,52,57,56,53,56,56,55,54,54,57,57,58,52,52,59,55,52,55,56,50,51,56,0
1533,System-52_25,56,51,52,52,58,57,53,53,51,53,56,51,55,52,55,57,59,58,57,56,56,51,57,50,59,54,53,0
1534,System-52_26,50,51,52,51,57,58,50,59,54,57,54,55,58,59,54,52,51,51,55,59,51,54,56,51,54,59,56,0
1535,System-52_27,54,52,55,52,50,54,53,52,54,51,50,58,56,55,50,58,55,50,55,58,59,51,54,57,58,56,53,0
1536,System-52_28,58,50,54,58,55,50,50,59,52,56,50,51,52,59,56,56,55,52,59,54,59,57,50,50,53,50,53,0
1537,System-53_0,52,51,53,57,59,50,55,52,57,56,59,59,51,56,55,58,54,52,55,54,58,50,57,54,52,54,54,0
1538,System-53_1,50,53,59,56,52,56,57,52,51,52,57,54,58,57,58,50,51,59,55,59,51,59,56,50,51,56,51,0
1539,System-53_2,55,56,54,50,50,57,52,57,52,59,58,56,55,51,54,53,53,54,58,50,59,50,52,51,52,57,56,0
1540,System-53_3,51,59,54,50,51,57,58,53,53,50,58,57,52,51,56,54,56,56,59,51,54,53,56,55,58,58,53,0
1541,System-53_4,50,56,53,58,56,50,57,58,55,56,52,54,55,51,57,55,54,52,55,52,55,51,50,55,50,52,55,0
1542,System-53_5,57,58,53,54,54,58,57,56,55,51,56,53,54,57,54,59,52,55,50,52,56,54,50,54,51,56,50,0
1543,System-53_6,56,56,56,51,53,55,58,58,53,50,54,50,59,51,58,54,53,55,55,57,57,51,54,55,58,56,55,0
1544,System-53_7,59,52,55,50,57,59,54,55,55,55,50,56,51,58,54,50,55,59,56,51,52,53,50,52,56,53,53,0
1545,System-53_8,54,51,50,50,56,55,53,59,57,50,54,57,56,54,59,50,56,53,51,52,56,58,53,51,58,55,50,0
1546,System-53_9,56,52,54,55,55,52,53,56,57,57,54,58,52,54,55,53,52,53,55,52,56,52,56,52,56,53,51,0
1547,System-53_10,57,58,50,50,56,58,50,51,59,50,51,58,55,53,52,59,52,59,59,51,57,58,51,51,56,55,59,0
1548,System-53_11,52,50,50,59,56,50,52,55,58,50,52,52,50,57,55,56,55,57,59,50,59,50,58,59,51,54,55,0
1549,System-53_12,51,51,59,56,57,55,50,52,51,51,55,54,54,56,51,55,52,55,50,51,56,50,50,58,55,59,51,0
1550,System-53_13,58,54,57,57,59,55,56,58,55,57,50,53,57,55,56,57,58,57,50,56,59,59,51,53,54,56,51,0
1551,System-53_14,54,55,54,51,59,54,55,56,53,53,59,53,54,55,56,56,54,50,55,50,55,50,50,57,59,59,56,0
1552,System-53_15,51,50,57,53,52,51,55,57,57,56,59,53,58,54,55,53,56,55,53,50,56,56,50,50,59,53,50,0
1553,System-53_16,54,55,50,55,52,52,54,55,53,59,53,53,58,50,59,59,53,52,52,50,54,50,56,54,56,58,59,0
1554,System-53_17,54,52,50,51,54,51,53,55,51,50,56,58,50,59,58,55,56,53,50,50,52,59,55,57,50,57,50,0
1555,System-53_18,54,57,51,57,57,50,57,57,50,51,56,55,56,59,52,58,59,58,52,54,57,53,57,54,57,52,56,0
1556,System-53_19,54,53,57,59,50,54,54,59,53,55,56,51,55,50,53,59,54,59,51,58,53,53,50,52,57,52,53,0
1557,System-53_20,53,54,50,53,58,55,56,57,51,55,53,51,55,58,50,54,52,52,54,55,54,57,58,56,50,57,58,0
1558,System-53_21,56,58,58,52,50,52,54,55,52,57,54,55,50,57,56,55,50,51,51,52,56,59,50,50,50,57,50,0
1559,System-53_22,58,58,51,53,56,53,56,59,50,50,57,50,51,55,51,51,57,55,58,59,54,50,55,53,55,55,59,0
1560,System-53_23,52,52,59,57,57,56,50,56,50,51,54,53,58,55,54,59,54,53,51,53,57,59,58,50,55,51,54,0
1561,System-53_24,59,59,59,51,57,54,54,58,54,58,51,55,51,50,51,50,54,58,52,52,54,52,57,59,57,59,59,0
1562,System-53_25,55,55,56,50,59,56,59,59,51,57,51,58,52,53,56,59,56,50,53,56,55,51,50,53,59,55,57,0
1563,System-53_26,52,54,50,53,50,58,58,54,56,52,50,51,55,55,52,57,50,54,52,56,57,55,59,58,58,51,55,0
1564,System-53_27,52,50,59,51,54,52,57,50,59,52,54,50,52,50,58,57,56,59,51,58,59,53,55,56,51,55,57,0
1565,System-53_28,57,51,59,50,50,51,59,54,55,59,54,51,53,55,55,51,54,55,57,58,51,50,52,59,55,51,59,0
1566,System-54_0,50,52,55,51,55,50,50,54,59,50,52,57,57,56,56,56,50,59,55,53,51,50,52,52,56,54,57,0
1567,System-54_1,50,52,56,54,51,58,57,57,57,54,56,50,50,50,57,54,54,56,57,55,50,53,53,54,53,51,57,0
1568,System-54_2,53,55,54,55,58,58,55,52,55,56,56,59,59,57,50,58,58,58,52,54,52,59,58,56,56,55,56,0
1569,System-54_3,59,59,56,57,58,55,53,57,54,58,56,50,56,59,55,55,51,56,57,54,50,50,52,51,59,56,55,0
1570,System-54_4,56,55,55,56,59,50,58,59,58,56,55,52,51,56,58,50,55,56,50,55,59,52,54,52,59,53,53,0
1571,System-54_5,53,51,50,53,53,53,58,59,51,55,57,59,55,58,51,51,57,50,59,59,55,52,53,51,58,59,55,0
1572,System-54_6,50,57,59,59,51,57,55,52,52,55,54,51,57,51,57,53,57,54,51,57,50,51,52,57,53,53,51,0
1573,System-54_7,55,54,50,50,54,56,57,55,57,57,54,58,56,51,53,51,53,51,52,51,55,55,59,57,52,59,52,0
1574,System-54_8,50,50,56,51,56,56,54,52,53,56,57,54,52,53,53,58,51,51,54,57,53,56,53,55,52,54,58,0
1575,System-54_9,54,56,53,57,53,59,59,57,52,55,56,51,58,57,51,57,53,51,59,54,52,59,58,57,56,52,59,0
1576,System-54_10,59,51,58,52,58,52,52,56,55,51,53,54,56,52,53,59,56,55,59,53,59,54,53,51,56,55,50,0
1577,System-54_11,55,59,54,59,59,58,52,58,57,53,53,59,55,56,56,59,55,54,52,54,58,55,50,51,53,59,56,0
1578,System-54_12,55,50,55,58,56,55,53,54,50,58,58,59,58,59,58,55,58,53,55,56,50,57,55,54,55,59,52,0
1579,System-54_13,59,55,56,55,55,56,57,56,50,56,55,53,52,59,56,51,52,54,58,50,58,57,56,55,59,51,56,0
1580,System-54_14,56,56,54,56,52,55,50,55,52,50,54,59,59,56,59,56,54,51,55,51,57,54,54,58,58,56,57,0
1581,System-54_15,50,53,53,54,57,53,52,53,52,58,59,53,53,57,56,55,53,53,52,52,53,53,56,55,51,55,53,0
1582,System-54_16,55,58,57,55,59,59,51,59,55,54,58,56,56,55,56,52,50,53,56,50,54,52,57,53,54,55,55,0
1583,System-54_17,59,51,50,54,58,51,55,56,55,53,55,59,59,55,53,54,52,57,52,59,54,55,56,52,59,50,58,0
1584,System-54_18,51,56,51,52,59,50,53,57,51,51,59,56,54,57,55,51,50,57,55,57,52,54,56,51,56,52,57,0
1585,System-54_19,57,57,59,56,54,55,56,54,59,54,59,52,51,57,53,52,57,58,53,54,58,53,52,54,51,52,56,0
1586,System-54_20,58,50,56,50,54,54,54,50,58,50,58,52,50,55,50,59,51,50,51,57,54,55,54,52,54,57,51,0
1587,System-54_21,53,56,51,53,52,58,55,52,52,55,54,51,59,51,52,56,51,50,55,59,53,54,56,54,53,56,57,0
1588,System-54_22,59,56,58,56,55,55,52,50,52,50,51,52,59,59,55,57,55,57,56,55,53,54,56,57,51,53,54,0
1589,System-54_23,59,57,51,55,53,56,58,58,58,59,54,52,50,51,58,57,54,53,51,50,58,59,56,58,56,52,53,0
1590,System-54_24,52,53,55,52,57,50,56,57,59,53,52,57,53,55,50,51,50,55,53,57,56,54,57,50,51,59,56,0
1591,System-54_25,50,50,56,59,57,53,50,57,57,52,56,56,56,56,50,56,51,53,51,54,56,56,54,56,53,51,59,0
1592,System-54_26,54,59,52,52,51,56,50,54,50,55,57,56,52,55,53,52,50,59,55,59,56,56,59,57,52,59,56,0
1593,System-54_27,57,56,52,57,54,51,58,53,51,58,58,56,58,58,52,58,55,50,50,54,57,55,54,55,51,51,57,0
1594,System-54_28,57,59,58,52,50,55,58,54,56,57,54,58,59,56,51,59,58,52,52,55,53,52,51,52,54,59,51,0
1595,System-55_0,53,55,58,56,51,58,57,55,51,55,50,58,55,50,52,53,57,50,56,50,56,53,55,51,59,51,52,0
1596,System-55_1,57,56,55,54,57,54,52,57,52,55,57,52,59,59,56,57,53,53,55,52,55,57,54,52,55,57,57,0
1597,System-55_2,53,56,51,53,50,51,57,56,55,57,58,50,57,55,51,50,51,53,54,59,50,55,58,54,53,57,52,0
1598,System-55_3,57,57,56,55,57,57,50,56,58,50,53,57,54,57,58,50,53,52,57,58,51,57,53,52,52,52,53,0
1599,System-55_4,54,51,59,50,53,59,57,50,50,59,50,57,50,52,58,54,53,56,58,50,52,50,53,58,55,55,56,0
1600,System-55_5,57,54,51,59,51,59,59,53,57,51,57,51,50,59,51,58,56,58,55,52,58,55,52,50,53,55,53,0
1601,System-55_6,55,58,52,58,59,54,56,55,59,52,54,54,53,53,52,54,52,51,58,57,57,54,52,51,55,50,55,0
1602,System-55_7,58,54,57,56,55,50,51,51,53,57,51,52,52,59,52,59,57,50,55,58,50,59,58,50,59,58,52,0
1603,System-55_8,56,55,50,51,54,58,53,55,53,55,56,57,52,52,57,53,59,53,55,51,56,52,53,54,53,53,57,0
1604,System-55_9,55,50,50,54,51,56,55,50,54,53,56,58,59,55,58,54,55,58,51,54,59,59,55,54,59,59,58,0
1605,System-55_10,56,55,50,58,51,57,54,58,50,56,52,58,57,58,56,58,50,59,58,58,55,56,54,56,56,58,58,0
1606,System-55_11,53,58,51,52,58,51,55,59,51,52,55,53,56,56,56,59,52,51,59,59,57,59,55,55,50,55,55,0
1607,System-55_12,50,56,56,53,52,53,53,58,50,50,52,59,51,50,55,59,51,55,59,57,58,51,57,51,56,56,58,0
1608,System-55_13,58,59,52,54,57,56,52,55,53,59,59,57,54,57,55,50,52,50,54,54,59,53,59,58,57,55,53,0
1609,System-55_14,57,59,53,59,57,53,59,57,55,58,59,52,52,50,52,55,55,57,52,54,51,50,53,50,51,54,51,0
1610,System-55_15,53,51,56,51,54,53,51,58,54,50,58,51,59,54,54,55,51,52,59,50,56,58,55,58,59,56,50,0
1611,System-55_16,51,57,54,59,55,51,55,57,57,54,55,50,59,57,59,59,59,59,51,56,51,52,57,57,50,56,53,0
1612,System-55_17,51,51,57,50,58,55,55,55,52,54,52,51,50,54,50,57,51,57,58,54,53,59,52,56,50,51,50,0
1613,System-55_18,54,55,58,59,54,52,57,56,55,57,59,57,58,52,57,58,58,55,54,54,53,50,56,56,56,54,51,0
1614,System-55_19,58,57,54,54,51,53,51,57,59,57,57,58,51,51,57,55,51,55,53,59,54,50,53,53,52,54,55,0
1615,System-55_20,59,55,59,57,59,55,59,54,55,57,59,57,55,57,52,53,57,56,56,59,52,55,58,51,52,51,50,0
1616,System-55_21,58,50,50,58,56,57,53,52,55,52,58,55,57,59,59,57,57,54,54,51,56,56,55,57,56,50,57,0
1617,System-55_22,52,57,56,51,50,59,56,52,56,59,55,59,56,54,57,54,53,55,50,50,53,55,55,55,56,58,52,0
1618,System-55_23,51,57,52,57,56,56,51,58,56,54,59,50,52,52,57,52,56,59,52,54,50,52,55,54,57,56,55,0
1619,System-55_24,55,55,52,50,54,58,57,52,50,59,51,57,54,51,57,59,57,50,59,54,54,51,59,58,51,52,56,0
1620,System-55_25,53,52,52,51,54,53,54,51,53,52,54,58,54,52,55,58,51,58,56,54,54,53,58,53,58,59,57,0
1621,System-55_26,58,50,54,54,59,52,56,55,57,59,55,54,55,51,57,58,55,59,52,54,51,54,55,57,58,51,59,0
1622,System-55_27,55,58,55,52,55,58,53,57,54,50,54,58,53,59,56,52,57,50,57,50,51,54,51,55,58,53,50,0
1623,System-55_28,52,55,53,52,53,57,55,51,51,51,57,53,51,56,56,54,52,53,56,50,54,57,59,56,59,55,56,0
1624,System-56_0,57,51,51,58,52,50,53,50,51,54,55,51,54,53,50,56,51,56,58,57,56,53,56,55,51,50,56,0
1625,System-56_1,55,50,50,50,52,51,57,50,52,52,59,57,57,55,50,58,53,51,54,52,52,50,52,58,51,57,52,0
1626,System-56_2,52,50,59,52,54,59,55,52,57,51,52,51,58,58,53,51,50,59,59,55,56,56,59,58,52,53,52,0
1627,System-56_3,54,50,58,51,54,51,50,50,52,50,54,56,54,58,52,50,59,58,54,57,56,55,58,52,55,59,53,0
1628,System-56_4,51,56,56,50,58,50,52,59,54,59,56,55,50,53,50,54,51,58,56,50,51,51,58,55,50,53,50,0
1629,System-56_5,57,59,50,57,52,58,52,52,55,59,55,58,52,50,55,57,56,56,58,53,56,59,53,52,57,54,53,0
1630,System-56_6,57,59,52,51,50,51,52,58,50,53,57,51,55,55,53,55,55,58,54,53,57,56,53,59,50,56,50,0
1631,System-56_7,51,52,53,58,56,52,52,56,51,58,57,52,51,52,50,58,51,53,56,55,58,52,54,50,53,51,53,0
1632,System-56_8,56,57,53,59,51,55,59,57,57,57,53,53,57,59,59,58,56,59,54,55,59,54,51,55,54,58,59,0
1633,System-56_9,54,53,54,50,56,58,59,55,56,55,58,55,57,54,58,52,56,54,52,56,51,55,50,56,56,51,51,0
1634,System-56_10,54,57,50,54,52,58,53,59,59,57,51,57,52,53,57,59,54,52,59,50,51,51,59,54,57,54,50,0
1635,System-56_11,53,54,50,57,51,59,53,50,51,59,53,55,59,52,57,50,51,57,56,50,58,59,59,52,58,55,55,0
1636,System-56_12,57,53,53,55,52,51,59,58,52,57,52,55,59,51,53,56,53,58,55,55,58,57,55,51,55,50,54,0
1637,System-56_13,58,52,56,53,59,53,57,51,53,58,54,58,50,59,58,52,59,53,56,59,50,55,52,56,51,54,59,0
1638,System-56_14,56,57,58,54,53,57,55,50,55,55,53,54,54,52,59,57,50,51,50,52,50,54,52,56,58,58,50,0
1639,System-56_15,57,57,53,57,57,50,55,50,54,58,55,55,51,58,56,57,56,52,57,55,58,50,56,53,54,55,56,0
1640,System-56_16,52,55,53,59,57,55,54,51,58,53,53,52,58,59,52,57,58,51,51,58,54,59,54,51,55,57,52,0
1641,System-56_17,58,54,51,53,58,55,50,55,53,53,59,53,53,50,52,52,59,56,58,50,51,52,51,53,58,53,59,0
1642,System-56_18,53,53,58,56,56,55,50,53,59,52,54,52,57,53,52,53,52,58,56,57,53,53,51,58,58,54,50,0
1643,System-56_19,58,57,54,50,56,52,58,57,50,55,58,54,52,51,51,58,59,56,52,59,59,58,50,59,52,52,50,0
1644,System-56_20,54,51,56,51,50,52,53,52,51,55,57,59,50,50,52,59,56,53,50,51,53,54,56,52,51,55,51,0
1645,System-56_21,58,53,54,50,54,52,53,58,51,56,57,57,56,54,50,50,57,55,52,50,56,53,57,56,55,50,55,0
1646,System-56_22,53,50,59,55,51,56,54,56,58,59,53,57,55,51,53,59,52,54,52,57,59,58,55,51,54,52,55,0
1647,System-56_23,57,58,53,58,55,50,55,57,59,51,54,53,52,54,54,59,59,54,53,55,59,57,57,51,55,52,59,0
1648,System-56_24,53,52,51,55,51,55,53,55,54,57,57,56,59,55,53,53,56,57,57,59,54,57,53,55,55,50,59,0
1649,System-56_25,50,56,59,56,52,58,51,58,52,59,53,51,53,52,52,53,58,54,50,51,55,56,52,58,50,58,58,0
1650,System-56_26,57,57,56,55,58,58,57,59,55,59,57,54,54,59,54,50,55,56,56,55,54,53,56,56,56,50,53,0
1651,System-56_27,56,52,55,53,53,50,53,59,57,56,59,54,58,59,53,55,56,56,55,55,58,52,58,53,54,58,57,0
1652,System-56_28,54,50,59,54,57,53,52,51,55,51,55,53,58,56,52,57,52,56,55,50,51,59,54,55,50,57,54,0
1653,System-57_0,52,50,57,51,58,50,50,54,53,59,55,55,51,52,56,56,59,56,55,53,56,54,55,50,59,58,58,0
1654,System-57_1,56,59,53,53,54,53,57,56,59,56,51,59,57,55,58,58,50,50,50,51,56,50,58,53,52,52,56,0
1655,System-57_2,56,58,51,52,53,59,59,55,56,52,50,59,55,56,52,50,58,55,57,52,50,55,59,57,59,55,55,0
1656,System-57_3,52,59,50,55,50,51,55,55,53,56,51,50,53,58,51,59,50,53,52,53,53,59,51,59,55,57,57,0
1657,System-57_4,50,56,56,53,51,51,50,59,57,59,50,53,50,59,51,54,59,50,58,57,53,55,55,51,56,52,54,0
1658,System-57_5,53,58,51,53,59,56,51,52,57,59,51,57,58,55,52,59,54,56,55,51,50,57,56,51,55,55,57,0
1659,System-57_6,56,57,59,54,57,56,58,57,51,54,55,56,53,54,51,57,54,52,57,52,57,54,56,59,51,50,52,0
1660,System-57_7,54,53,59,56,58,53,56,53,54,59,57,55,52,55,59,58,53,59,54,52,51,51,54,56,56,58,55,0
1661,System-57_8,56,56,52,55,55,50,52,50,52,57,52,51,55,52,50,53,59,58,56,58,57,50,50,56,50,53,55,0
1662,System-57_9,55,56,57,53,55,51,51,53,56,52,52,55,52,56,54,59,50,53,59,50,57,54,59,52,57,54,58,0
1663,System-57_10,50,58,55,55,56,56,52,59,50,58,50,57,53,53,55,55,57,53,52,59,52,53,59,52,50,55,54,0
1664,System-57_11,58,55,56,59,55,51,56,56,52,59,51,53,57,53,54,56,56,52,55,57,53,57,51,50,54,52,50,0
1665,System-57_12,50,53,52,56,56,58,54,54,59,50,55,51,56,56,50,52,51,52,59,51,59,59,50,57,56,55,52,0
1666,System-57_13,55,58,54,52,56,52,55,53,53,58,59,51,52,55,51,59,52,56,52,52,53,53,54,53,53,55,55,0
1667,System-57_14,58,52,59,53,50,50,52,55,50,52,52,50,58,51,56,59,58,58,56,55,57,53,53,52,50,58,51,0
1668,System-57_15,55,55,55,59,55,51,58,51,51,58,51,51,56,58,59,55,51,55,54,57,57,52,55,59,50,58,56,0
1669,System-57_16,54,56,58,57,57,55,57,58,55,56,59,58,55,53,58,52,50,55,50,54,54,53,51,52,57,55,59,0
1670,System-57_17,54,54,58,50,53,58,55,55,54,51,55,56,50,56,59,53,53,55,57,51,55,51,55,52,55,59,58,0
1671,System-57_18,59,55,52,56,55,54,55,54,50,56,50,53,55,51,50,51,51,57,53,52,59,58,58,50,55,58,57,0
1672,System-57_19,50,54,55,50,59,55,53,53,54,55,56,57,50,54,56,50,55,57,56,54,58,58,57,52,52,58,56,0
1673,System-57_20,54,56,58,54,55,57,52,51,57,52,58,52,56,56,51,58,58,53,51,57,50,51,51,50,52,58,55,0
1674,System-57_21,50,58,51,50,54,51,59,54,52,59,55,59,50,59,53,57,52,53,50,55,52,57,56,56,58,54,51,0
1675,System-57_22,52,55,53,50,58,50,51,55,55,50,58,59,59,59,55,51,55,52,57,59,53,50,54,53,50,51,58,0
1676,System-57_23,57,58,58,50,59,50,57,56,54,57,50,59,59,54,58,51,56,53,55,59,57,57,57,57,57,53,55,0
1677,System-57_24,55,56,50,57,52,53,56,58,52,58,54,52,50,51,57,54,52,55,50,52,54,50,54,53,52,59,54,0
1678,System-57_25,55,53,52,52,52,52,58,55,55,55,50,57,57,59,59,59,54,55,58,50,59,56,55,50,54,59,54,0
1679,System-57_26,55,50,53,55,50,52,59,54,57,57,57,55,58,54,58,57,59,52,54,51,52,57,51,56,50,57,51,0
1680,System-57_27,50,53,57,58,55,58,57,52,51,58,50,51,51,56,51,58,55,52,58,55,56,57,56,59,53,51,50,0
1681,System-57_28,51,54,54,54,50,53,58,53,55,57,52,53,57,59,56,59,59,51,59,59,58,53,50,58,57,50,58,0
1682,System-58_0,58,53,53,51,57,57,52,52,57,52,54,50,53,57,56,52,59,58,52,50,59,50,57,59,53,53,58,0
1683,System-58_1,58,51,52,55,57,52,50,51,58,58,59,59,54,51,56,50,51,52,54,53,54,50,53,55,58,57,59,0
1684,System-58_2,51,53,59,59,53,58,59,55,50,59,55,50,55,58,59,51,58,54,53,52,52,56,57,56,58,58,53,0
1685,System-58_3,52,50,52,52,58,51,56,59,59,59,50,56,59,50,50,56,51,55,50,56,51,55,52,54,52,58,54,0
1686,System-58_4,56,52,56,59,59,51,55,51,54,58,56,52,51,50,57,52,55,50,52,56,56,53,58,52,59,57,56,0
1687,System-58_5,50,58,50,51,52,53,53,54,53,54,51,56,57,57,58,57,55,59,50,56,57,58,56,50,59,59,56,0
1688,System-58_6,50,58,58,58,55,54,52,57,51,54,55,51,51,55,59,58,50,52,51,59,55,55,50,53,55,59,52,0
1689,System-58_7,56,58,58,54,54,56,55,52,58,54,50,55,57,50,55,56,50,52,58,57,55,57,51,56,52,56,51,0
1690,System-58_8,51,53,58,54,53,57,59,53,58,51,52,52,59,59,56,56,56,55,55,52,57,53,51,50,52,58,57,0
1691,System-58_9,54,53,51,56,54,52,55,55,58,58,58,52,53,56,53,53,54,53,55,51,57,51,59,56,50,57,55,0
1692,System-58_10,55,54,56,54,58,53,51,58,57,52,54,56,59,50,53,51,54,50,55,55,51,57,51,59,54,52,57,0
1693,System-58_11,54,57,54,57,54,56,57,54,55,52,52,59,51,57,52,54,53,54,58,51,55,59,58,56,56,56,56,0
1694,System-58_12,55,53,59,53,54,57,54,50,51,51,56,58,51,57,56,55,59,55,50,54,54,55,50,57,51,56,57,0
1695,System-58_13,55,56,54,59,53,53,59,57,57,56,51,51,54,56,53,59,56,56,50,55,53,53,59,56,58,54,55,0
1696,System-58_14,54,51,56,58,57,53,52,52,55,51,59,51,50,54,50,59,56,53,54,55,55,54,57,57,54,54,53,0
1697,System-58_15,51,59,52,50,58,58,53,53,53,59,54,55,57,57,52,51,50,50,55,50,50,58,51,56,52,55,53,0
1698,System-58_16,53,52,50,51,52,53,53,54,55,50,50,50,52,54,54,51,52,50,59,58,56,59,55,57,55,55,54,0
1699,System-58_17,56,51,59,59,57,59,59,55,54,54,53,52,56,55,51,53,54,55,50,55,56,50,56,55,54,52,59,0
1700,System-58_18,57,56,54,51,57,57,58,58,52,50,50,51,51,55,53,52,55,59,59,56,59,56,50,56,51,50,56,0
1701,System-58_19,58,57,59,52,50,52,53,51,53,50,50,59,57,52,56,58,57,51,52,50,59,55,54,50,50,54,53,0
1702,System-58_20,52,52,55,56,50,58,52,57,55,55,57,51,54,55,54,53,52,56,50,54,57,54,55,50,55,58,58,0
1703,System-58_21,50,53,51,52,52,59,56,58,53,52,51,58,57,57,55,51,55,55,51,55,57,58,58,54,52,58,52,0
1704,System-58_22,58,56,58,54,55,55,53,56,53,56,59,51,57,50,57,52,55,55,58,56,55,51,56,54,50,53,52,0
1705,System-58_23,56,56,50,53,54,59,58,57,53,55,50,56,58,55,56,57,57,54,56,51,57,57,58,51,51,59,56,0
1706,System-58_24,57,57,58,56,57,50,56,54,59,55,58,58,50,54,50,58,56,51,51,53,51,57,53,59,52,50,59,0
1707,System-58_25,57,54,54,52,53,55,55,55,53,53,53,51,50,51,51,52,50,56,50,55,57,51,51,51,54,57,53,0
1708,System-58_26,52,55,56,56,59,56,51,51,54,53,51,54,58,54,54,58,53,59,51,59,59,50,54,58,54,54,57,0
1709,System-58_27,52,50,54,53,53,54,50,55,57,52,58,52,55,52,53,57,56,56,57,59,52,54,55,56,54,54,55,0
1710,System-58_28,53,53,56,52,50,55,57,56,52,56,51,50,53,56,54,54,50,53,56,59,54,59,50,54,50,59,53,0
1711,System-59_0,50,59,52,54,51,53,59,54,57,56,57,54,59,50,54,55,50,51,53,54,59,58,52,54,52,57,54,0
1712,System-59_1,52,52,59,58,57,58,58,58,57,54,58,51,57,50,59,55,54,52,56,56,56,59,55,57,54,56,53,0
1713,System-59_2,58,52,58,53,57,54,58,55,56,59,53,57,59,59,55,52,57,57,58,58,58,52,59,50,53,57,50,0
1714,System-59_3,54,50,58,53,55,57,53,55,57,59,56,53,50,52,55,56,59,51,52,53,50,56,57,50,52,57,54,0
1715,System-59_4,54,56,56,57,59,54,51,53,58,52,56,52,50,55,58,54,51,53,56,57,58,54,53,59,55,52,53,0
1716,System-59_5,50,52,57,58,56,50,55,51,55,53,53,57,56,57,56,51,59,59,56,50,55,55,51,58,58,50,54,0
1717,System-59_6,57,57,57,58,59,53,59,57,57,50,53,50,52,57,58,54,52,52,52,56,52,50,54,50,50,54,53,0
1718,System-59_7,56,54,57,53,51,55,50,55,57,51,55,59,54,54,50,52,52,57,54,59,53,51,59,59,57,54,51,0
1719,System-59_8,58,50,59,53,59,54,57,52,58,54,54,50,59,54,54,55,52,59,56,55,53,58,53,56,56,50,51,0
1720,System-59_9,54,52,59,51,59,53,53,55,54,57,56,54,56,56,59,55,50,59,59,50,51,54,54,52,59,52,53,0
1721,System-59_10,58,54,51,56,58,53,59,52,52,52,53,51,55,57,55,55,53,53,51,52,59,50,50,53,50,57,57,0
