SystemName,2.1.1,2.1.2,2.1.3,2.2.1,2.2.2,2.2.3,2.3.1,2.3.2,2.3.3,2.4.1,2.4.2,2.4.3,2.5.1,2.5.2,2.5.3,2.6.1,2.6.2,2.6.3,2.7.1,2.7.2,2.7.3,2.8.1,2.8.2,2.8.3,Result
System-49_1,42,40,45,47,43,40,40,46,47,46,48,44,43,48,40,41,48,40,46,42,40,49,43,44,0
System-49_2,45,47,49,47,40,42,43,45,42,41,47,44,49,49,43,48,45,47,41,40,44,47,44,44,0
System-49_3,44,45,44,47,43,41,48,45,45,47,41,40,46,47,42,40,42,48,40,43,41,45,48,41,0
System-49_4,42,47,44,42,44,44,49,40,49,45,40,46,40,43,45,45,49,45,43,40,41,42,40,41,0
System-49_5,42,46,40,47,40,43,44,42,46,41,46,41,41,44,48,42,46,47,44,40,43,47,44,44,0
System-49_6,47,46,45,48,41,48,40,48,40,45,49,42,48,41,40,47,41,48,48,44,40,42,42,40,0
System-49_7,42,49,44,41,41,45,46,45,47,49,48,47,44,49,49,46,45,40,49,40,48,44,43,40,0
System-49_8,47,49,44,43,45,48,45,44,40,49,47,44,42,43,44,47,48,45,48,42,48,40,47,43,0
System-49_9,49,44,43,47,46,43,48,42,47,41,46,41,48,46,46,49,41,49,45,46,47,40,42,46,0
System-50_0,58,58,50,54,59,57,53,52,54,55,57,51,55,54,59,57,54,51,51,53,54,57,57,57,1
System-50_1,54,55,59,57,54,51,50,52,57,55,50,55,57,55,58,52,54,58,55,52,54,53,56,57,1
System-50_2,50,52,56,54,57,58,58,50,58,53,51,58,55,58,53,57,57,59,57,56,51,55,52,50,1
System-50_3,51,55,58,52,54,55,50,52,54,51,51,58,54,50,58,52,51,54,58,58,59,53,56,54,1
System-50_4,52,59,52,59,54,51,59,50,59,53,56,52,58,54,59,57,55,55,53,52,57,52,50,59,1
System-50_5,59,50,59,54,57,58,52,55,52,53,53,59,59,52,55,50,55,50,52,54,52,52,56,59,1
System-50_6,56,51,57,58,53,59,52,51,53,50,58,52,50,53,57,53,52,59,58,54,57,53,50,58,1
System-50_7,59,51,52,55,58,54,53,56,53,51,53,54,55,54,58,54,50,53,57,52,52,52,54,55,1
System-50_8,59,50,57,53,58,52,55,51,51,51,52,57,59,55,59,54,51,59,57,52,57,50,57,54,1
System-50_9,59,59,53,59,52,53,53,58,55,58,58,52,53,52,54,51,54,54,55,59,53,54,59,56,1
System-51_0,52,59,53,56,51,51,50,54,52,59,53,50,53,57,50,58,50,52,52,53,56,51,52,50,1
System-51_1,53,56,59,59,58,52,57,57,54,55,52,55,53,54,54,59,51,59,50,56,52,52,53,53,1
System-51_2,52,53,53,51,58,51,54,57,59,54,51,59,55,59,52,56,56,55,56,58,52,56,52,51,1
System-51_3,57,57,53,57,50,53,58,55,59,50,57,55,56,54,53,58,57,52,55,53,53,56,56,55,1
System-51_4,50,52,58,56,55,51,57,58,58,58,50,53,58,59,54,50,50,52,55,57,55,54,58,50,1
System-51_5,55,50,51,58,56,50,50,56,54,51,57,51,57,54,51,55,52,51,54,53,50,55,59,58,1
System-51_6,55,54,58,50,55,55,59,59,53,54,55,59,55,57,57,52,54,53,51,56,55,56,50,57,1
System-51_7,52,55,53,55,56,57,53,54,56,59,55,55,52,53,56,51,59,55,55,52,59,50,57,56,1
System-51_8,50,55,53,50,56,59,56,56,58,55,54,50,52,56,58,58,56,53,52,52,52,57,58,56,1
System-51_9,55,58,53,52,56,54,57,53,51,55,57,51,59,53,50,59,58,58,54,52,56,52,55,57,1
System-52_0,51,55,53,54,57,52,53,52,50,50,52,50,51,51,54,58,54,53,51,56,59,59,58,53,1
System-52_1,53,51,59,55,51,57,54,54,56,58,59,59,54,58,55,51,57,51,58,57,50,56,54,54,1
System-52_2,58,56,53,58,59,59,51,51,57,55,53,58,52,57,59,59,52,51,52,52,56,50,55,57,1
System-52_3,50,56,59,54,53,59,58,53,56,58,50,51,50,50,51,55,57,58,59,57,57,51,52,52,1
System-52_4,55,50,57,57,52,52,57,58,57,54,52,59,56,53,52,59,54,56,53,55,52,51,58,56,1
System-52_5,55,57,59,53,55,56,56,53,57,54,59,53,55,50,54,52,58,54,55,53,58,58,58,52,1
System-52_6,58,53,57,56,58,57,53,51,55,57,50,52,53,51,51,56,53,58,52,58,54,59,52,54,1
System-52_7,51,50,53,56,58,50,54,52,54,57,58,52,57,53,58,58,51,51,52,59,50,56,55,57,1
System-52_8,52,51,56,58,50,50,59,57,54,56,53,50,55,55,55,54,58,51,58,58,50,52,59,59,1
System-52_9,53,56,57,51,54,56,55,52,58,50,57,55,57,52,50,55,50,58,56,51,51,50,54,57,1
System-53_0,54,53,51,56,51,55,53,51,53,57,55,59,51,50,53,54,55,59,57,51,50,51,54,50,1
System-53_1,56,59,50,50,50,53,50,54,59,50,58,55,51,55,58,55,53,59,58,58,51,58,59,51,1
System-53_2,57,55,57,53,52,58,57,56,53,50,56,57,57,59,54,52,52,54,50,55,50,51,59,51,1
System-53_3,53,50,51,51,50,51,59,57,58,50,57,51,56,55,55,50,56,50,54,53,53,58,53,58,1
System-53_4,56,56,56,52,57,50,52,53,50,52,59,55,52,56,50,57,58,53,53,55,57,53,54,59,1
System-53_5,57,57,51,57,56,51,52,59,55,54,57,59,54,56,58,55,58,58,55,58,58,53,54,51,1
System-53_6,57,55,56,50,51,50,52,51,58,57,55,57,52,55,55,50,53,52,50,57,56,56,53,55,1
System-53_7,50,50,56,51,55,50,55,56,58,55,57,50,56,53,57,55,53,51,54,51,52,55,52,59,1
System-53_8,58,50,59,59,51,50,54,59,59,56,51,50,59,54,59,58,56,55,58,59,57,53,59,57,1
System-53_9,59,53,59,51,51,51,56,52,56,50,53,56,51,57,57,50,52,59,54,57,57,51,51,58,1
System-54_0,53,53,53,51,50,53,57,52,57,56,56,54,51,57,51,57,55,51,57,50,51,51,59,53,1
System-54_1,50,56,57,57,55,55,58,55,58,50,58,59,57,52,57,55,58,57,55,59,57,52,57,56,1
System-54_2,59,56,58,56,57,57,55,55,51,56,57,56,56,51,59,58,52,51,58,56,50,56,57,56,1
System-54_3,52,52,56,54,59,56,58,56,55,50,50,59,50,52,54,54,51,53,52,51,50,56,53,54,1
System-54_4,57,52,54,55,56,54,54,55,50,54,51,56,51,50,50,53,58,50,57,51,55,50,59,58,1
System-54_5,50,55,57,59,55,56,58,52,50,59,57,51,52,59,55,54,54,52,54,50,59,58,50,50,1
System-54_6,52,57,52,55,55,57,51,55,58,50,58,53,53,55,56,52,56,55,53,52,54,59,58,55,1
System-54_7,57,57,59,54,56,50,54,51,54,54,52,58,57,59,53,58,55,59,57,57,59,50,53,55,1
System-54_8,51,52,50,55,56,57,50,59,53,59,57,50,57,50,53,51,55,57,58,50,50,55,54,53,1
System-54_9,59,56,57,59,54,50,55,57,56,50,58,59,59,51,57,57,52,54,57,52,58,54,57,55,1
System-55_0,50,57,55,58,54,53,59,57,53,51,52,58,54,50,54,50,58,58,52,58,52,54,52,56,1
System-55_1,50,50,50,51,56,56,54,57,57,52,53,57,50,57,55,52,50,55,51,50,53,53,54,50,1
System-55_2,52,58,55,53,57,50,50,52,50,57,52,55,53,50,59,58,50,51,54,57,56,56,52,58,1
System-55_3,51,50,57,50,57,53,51,58,50,58,54,55,58,55,52,58,59,59,56,51,59,52,58,56,1
System-55_4,53,52,54,53,56,50,56,50,57,58,52,59,58,52,56,57,54,56,54,50,50,57,56,50,1
System-55_5,53,59,53,56,50,59,50,58,54,53,51,57,58,55,52,55,57,59,51,57,54,51,54,52,1
System-55_6,50,52,59,59,51,57,51,56,57,56,57,58,54,55,56,58,55,51,56,59,59,55,58,53,1
System-55_7,51,55,58,59,52,53,56,52,51,51,59,51,55,56,52,57,56,59,53,55,55,50,51,53,1
System-55_8,50,52,51,58,50,55,51,54,54,55,56,50,53,57,51,51,53,58,54,55,56,58,51,55,1
System-55_9,51,57,54,50,59,54,53,59,58,56,57,56,52,56,51,52,53,59,54,55,56,50,52,58,1
System-56_0,51,58,59,56,50,59,58,58,58,56,57,55,50,50,55,50,51,59,59,54,52,58,53,58,1
System-56_1,57,50,51,52,50,51,50,56,55,57,56,52,58,51,57,56,56,51,52,51,56,50,58,53,1
System-56_2,56,58,51,51,56,50,52,59,53,55,54,57,57,59,58,51,54,52,52,59,58,52,53,50,1
System-56_3,58,55,56,57,56,53,57,50,59,50,51,50,59,58,58,57,55,51,51,55,53,58,52,55,1
System-56_4,55,51,51,56,50,51,53,53,55,53,54,54,59,59,52,53,57,53,53,52,57,58,57,55,1
System-56_5,53,58,55,51,51,57,57,54,54,54,58,57,59,53,54,51,57,59,54,59,53,58,54,51,1
System-56_6,50,52,53,54,55,53,58,58,50,51,59,54,58,58,55,59,51,52,53,52,55,50,53,52,1
System-56_7,54,56,53,54,58,55,51,56,59,53,57,54,52,52,59,51,50,56,50,53,54,52,50,55,1
System-56_8,55,56,53,54,56,51,57,52,53,50,50,52,58,51,50,50,59,53,50,53,58,56,51,57,1
System-56_9,57,57,53,53,57,50,55,54,55,51,58,53,52,57,58,59,58,56,57,56,52,55,55,53,1
System-57_0,56,50,53,54,57,55,52,55,59,55,51,53,56,51,53,53,59,55,52,52,53,58,56,58,1
System-57_1,59,57,57,58,59,57,54,50,58,53,59,55,50,54,51,55,57,55,56,53,52,54,50,52,1
System-57_2,57,55,51,57,50,54,52,58,58,57,55,50,58,58,55,52,54,53,53,59,57,59,55,50,1
System-57_3,58,55,59,51,56,58,56,58,54,54,51,53,50,52,52,52,58,56,52,54,53,53,58,56,1
System-57_4,54,51,54,51,58,51,51,56,56,57,50,51,59,58,56,51,51,59,55,53,54,53,50,53,1
System-57_5,59,59,53,53,56,59,56,52,50,53,55,59,53,57,54,53,53,55,52,50,52,58,55,52,1
System-57_6,59,51,57,59,55,54,59,53,50,54,54,56,50,57,57,50,50,54,58,51,52,51,53,52,1
System-57_7,58,53,54,58,55,58,57,58,58,59,56,57,59,56,50,53,54,57,50,56,54,57,50,56,1
System-57_8,51,51,56,54,58,59,57,58,53,56,50,57,56,59,53,56,50,50,54,55,53,58,50,58,1
System-57_9,50,54,55,56,53,50,58,56,50,52,50,59,51,52,54,51,54,54,52,50,52,53,53,50,1
System-58_0,52,52,50,59,50,54,50,50,51,51,57,54,59,59,53,57,54,53,58,59,50,55,52,57,1
System-58_1,57,57,58,55,59,51,59,54,59,56,57,51,52,54,50,57,55,51,57,59,53,50,57,57,1
System-58_2,54,51,52,59,53,50,50,59,57,52,58,59,56,59,52,54,51,50,52,54,53,53,54,58,1
System-58_3,53,57,53,52,58,53,51,53,58,56,57,56,59,51,59,56,57,51,59,55,51,52,56,51,1
System-58_4,58,54,52,52,51,56,52,50,52,53,55,51,57,58,50,56,57,57,55,57,57,52,59,54,1
System-58_5,52,58,57,57,54,51,54,57,58,57,51,57,56,56,56,54,56,59,59,52,57,52,52,58,1
System-58_6,52,54,53,54,55,53,52,51,51,50,58,51,58,57,52,52,58,59,52,53,52,57,58,54,1
System-58_7,50,59,50,50,50,56,58,59,51,55,56,59,51,56,55,59,57,53,50,57,57,56,53,55,1
System-58_8,56,55,57,52,51,57,52,50,54,57,51,56,56,53,52,58,58,54,53,59,59,50,53,54,1
System-58_9,58,53,51,52,50,53,57,55,58,59,56,58,51,50,54,50,59,52,59,57,59,53,54,57,1
System-59_0,55,54,59,51,57,53,51,52,56,58,58,59,53,51,51,54,55,56,56,51,50,59,50,57,1
System-59_1,58,57,51,57,50,55,58,56,55,53,54,55,54,58,55,52,55,52,56,56,54,55,54,51,1
System-59_2,53,57,55,50,54,50,58,58,57,57,53,51,52,53,56,59,54,58,53,59,55,54,55,55,1
System-59_3,52,55,58,51,54,58,59,56,57,58,59,51,55,53,56,59,57,54,58,59,58,52,56,57,1
System-59_4,51,52,57,53,55,50,55,59,55,59,56,53,58,50,58,51,57,56,53,51,52,50,53,58,1
System-59_5,50,58,53,58,50,53,52,56,50,59,52,59,53,53,57,51,56,53,53,55,57,56,51,53,1
System-59_6,58,52,57,58,58,52,53,52,56,57,54,58,50,52,58,53,58,52,56,57,58,57,52,50,1
System-59_7,58,58,58,50,56,53,52,54,59,57,55,58,51,54,56,52,53,56,54,57,51,56,50,52,1
System-59_8,59,54,56,59,56,57,50,53,56,59,57,51,50,57,56,58,52,54,50,57,52,53,53,52,1
System-59_9,52,59,55,57,51,59,58,57,50,51,52,50,57,51,50,51,50,55,56,54,53,50,52,54,1
System-60_0,64,64,65,64,66,68,60,69,67,60,67,64,60,69,64,67,67,65,62,67,64,62,67,66,1
System-60_1,60,69,62,60,69,68,68,60,66,65,68,65,61,64,68,69,67,68,63,65,66,67,65,65,1
System-60_2,66,61,65,61,64,61,65,62,67,66,64,69,60,66,61,63,66,69,63,61,63,62,61,68,1
System-60_3,68,66,63,63,65,63,61,66,64,64,69,60,65,64,69,69,63,62,61,65,64,65,68,63,1
System-60_4,64,62,67,64,65,68,60,69,64,61,68,61,65,65,61,63,67,61,64,68,62,60,64,66,1
System-60_5,60,69,63,63,65,69,66,62,63,63,64,61,62,68,63,66,63,66,68,61,60,62,67,60,1
System-60_6,60,66,67,60,62,65,65,68,60,61,61,68,66,68,61,67,62,69,65,60,63,63,69,67,1
System-60_7,63,62,62,63,69,64,63,61,68,66,63,65,68,63,62,69,65,66,69,60,63,61,64,61,1
System-60_8,62,60,68,68,60,68,63,62,62,62,60,66,67,63,60,65,63,69,63,64,63,65,60,68,1
System-60_9,66,60,61,65,62,64,61,63,65,65,61,65,63,66,62,63,61,64,67,65,60,69,63,61,1
System-61_0,68,66,66,60,66,60,64,68,65,60,69,63,69,60,67,66,69,60,68,68,62,63,66,69,1
System-61_1,69,68,60,67,66,62,67,61,68,66,65,69,61,69,63,61,69,69,61,67,62,69,64,63,1
System-61_2,60,66,68,63,62,65,61,66,63,61,60,64,67,60,61,61,64,64,68,68,69,65,63,60,1
System-61_3,69,64,62,65,64,61,65,67,68,66,66,63,64,66,64,65,69,68,67,67,66,66,64,65,1
System-61_4,69,68,66,67,67,61,60,69,69,69,69,64,66,61,64,62,67,61,65,62,64,69,60,66,1
System-61_5,64,62,61,69,69,64,63,68,64,61,68,63,68,64,67,69,68,61,63,63,69,61,60,64,1
System-61_6,67,62,65,69,66,64,68,69,63,67,61,63,66,61,63,61,67,67,69,64,60,68,61,63,1
System-61_7,62,69,63,65,68,62,61,62,65,69,61,65,65,65,67,63,62,60,61,69,61,60,62,67,1
System-61_8,66,62,63,64,63,62,68,60,66,66,68,66,62,64,67,68,64,65,69,65,65,64,61,61,1
System-61_9,66,61,64,61,65,60,62,66,63,66,63,63,60,69,65,60,67,65,61,63,65,64,60,61,1
System-62_0,69,60,64,60,63,61,69,63,63,69,61,67,67,69,64,65,60,67,63,68,69,61,61,61,1
System-62_1,67,65,66,62,66,62,69,68,67,61,60,68,65,62,61,62,63,66,67,66,62,64,60,61,1
System-62_2,62,69,69,66,67,64,66,65,67,64,69,61,62,62,61,63,64,68,68,64,60,65,65,62,1
System-62_3,60,69,61,62,62,67,61,66,61,67,61,61,67,61,69,69,61,68,68,62,60,68,68,67,1
System-62_4,65,67,66,62,68,68,67,62,67,63,64,64,60,62,61,60,60,65,64,64,60,68,60,66,1
System-62_5,60,63,69,64,61,62,69,65,66,62,62,66,68,63,69,62,62,64,60,66,62,65,66,67,1
System-62_6,61,65,66,68,66,61,63,66,64,64,66,60,65,62,61,64,64,66,63,67,68,65,63,69,1
System-62_7,68,67,61,68,68,68,61,65,65,62,61,69,64,66,67,66,60,63,65,63,61,61,67,67,1
System-62_8,68,65,65,62,67,61,61,69,63,66,60,66,63,61,65,66,66,60,65,69,63,66,65,65,1
System-62_9,66,63,60,62,62,63,61,60,66,69,68,68,64,64,64,66,68,63,68,64,61,66,67,65,1
System-63_0,62,64,63,68,68,62,66,61,60,69,63,60,64,67,65,63,61,60,67,65,63,65,64,68,1
System-63_1,62,62,69,69,66,64,65,68,66,63,64,60,62,63,68,63,68,62,64,64,68,69,61,67,1
System-63_2,64,67,67,62,68,67,67,68,66,60,63,68,62,63,63,63,67,60,63,69,67,65,65,61,1
System-63_3,68,64,62,67,63,63,64,67,65,64,69,65,60,68,66,69,66,64,68,62,67,65,61,60,1
System-63_4,62,62,60,61,67,69,66,62,63,62,66,60,65,61,60,65,63,60,62,69,63,65,60,65,1
System-63_5,67,60,63,63,67,61,63,66,63,66,65,64,61,67,63,69,65,60,69,62,66,65,66,64,1
System-63_6,62,69,68,63,60,60,62,61,61,64,68,69,62,69,61,63,63,64,68,62,69,61,63,64,1
System-63_7,65,68,67,61,62,62,66,64,65,60,60,64,68,67,65,65,63,64,68,64,64,63,67,61,1
System-63_8,60,62,69,61,66,69,67,64,63,67,68,60,69,65,67,63,62,69,64,61,65,63,69,68,1
System-63_9,62,60,68,66,67,60,69,66,61,60,65,69,63,67,67,67,60,66,66,62,63,66,66,68,1
System-64_0,69,68,61,69,69,68,62,62,68,61,65,67,62,65,63,68,62,62,66,69,69,63,63,68,1
System-64_1,61,62,63,64,62,62,63,66,61,64,64,65,62,65,62,66,60,61,65,68,62,61,67,63,1
System-64_2,65,64,67,69,61,67,63,68,68,66,66,69,68,69,63,65,67,67,63,64,62,62,66,60,1
System-64_3,63,68,65,61,60,69,60,65,66,69,60,67,68,66,66,64,65,60,67,66,67,61,66,65,1
System-64_4,67,61,67,65,60,63,67,61,69,65,62,63,69,68,63,66,63,62,60,61,66,64,63,64,1
System-64_5,64,60,66,64,63,68,68,62,65,61,66,64,66,61,64,69,63,69,62,68,61,67,66,60,1
System-64_6,61,69,69,66,62,63,69,66,60,66,64,62,60,69,69,61,62,63,67,69,63,68,69,61,1
System-64_7,63,61,65,67,62,67,64,66,65,66,65,61,68,69,63,64,69,62,67,62,64,64,61,64,1
System-64_8,67,66,64,63,69,62,66,62,60,63,62,67,60,63,61,68,67,66,68,66,64,60,67,61,1
System-64_9,68,69,61,69,62,66,64,69,65,66,68,61,60,66,60,66,69,61,68,67,69,69,61,65,1
System-65_0,62,61,65,62,69,69,61,64,67,63,62,63,67,68,65,62,69,63,63,65,69,60,62,61,1
System-65_1,62,66,67,67,64,68,60,61,63,68,62,60,64,63,67,60,62,65,61,60,68,66,61,68,1
System-65_2,69,62,63,67,60,65,66,62,68,63,64,69,65,64,67,62,62,63,64,67,68,69,61,66,1
System-65_3,69,61,60,60,61,68,69,68,62,63,60,69,63,65,69,60,61,66,61,68,65,69,65,69,1
System-65_4,67,63,65,69,66,66,67,67,64,68,66,64,69,62,63,68,67,65,67,64,65,60,66,63,1
System-65_5,66,69,67,66,63,67,62,62,66,69,60,69,63,62,65,69,69,62,62,62,64,66,61,61,1
System-65_6,68,65,66,62,60,67,68,63,66,69,68,66,67,62,67,65,61,64,63,61,64,60,61,69,1
System-65_7,60,68,63,63,64,66,64,63,69,69,69,62,63,66,61,66,68,69,68,68,66,61,69,69,1
System-65_8,67,69,64,65,66,69,62,62,65,65,61,65,65,62,61,61,63,60,61,62,60,60,60,65,1
System-65_9,68,63,63,62,62,60,63,65,63,60,63,68,65,65,66,63,69,67,68,61,65,64,65,60,1
System-66_0,65,64,60,64,64,69,64,67,60,66,62,63,69,60,67,64,68,62,66,68,64,61,66,64,1
System-66_1,67,66,64,68,68,67,68,67,66,62,63,68,68,62,65,65,61,69,62,62,69,69,60,66,1
System-66_2,69,64,61,69,61,60,64,60,69,65,63,65,65,65,65,63,62,69,62,63,68,67,63,66,1
System-66_3,61,61,62,63,60,64,60,60,62,63,68,62,67,65,68,68,63,63,69,68,61,61,65,60,1
System-66_4,64,63,66,63,64,61,67,69,63,60,66,65,65,64,60,64,64,65,69,66,62,67,60,68,1
System-66_5,62,68,65,67,61,68,65,62,66,60,61,64,69,65,63,63,69,65,69,69,67,69,62,60,1
System-66_6,61,65,65,61,67,65,62,66,65,67,68,61,65,62,60,68,62,60,67,63,61,65,64,66,1
System-66_7,63,61,61,64,64,69,67,64,68,61,68,60,66,64,64,67,63,63,63,61,67,69,66,62,1
System-66_8,64,68,61,60,62,63,66,68,61,64,60,60,65,66,69,67,65,61,65,61,64,68,64,67,1
System-66_9,64,68,61,61,68,69,66,68,65,65,64,63,66,64,63,68,66,67,67,63,65,62,65,63,1
System-67_0,62,60,67,66,67,60,64,61,60,67,65,67,61,69,67,64,60,67,64,69,66,69,61,64,1
System-67_1,67,63,69,63,69,67,68,69,65,63,65,61,68,60,61,64,69,66,60,66,62,68,67,64,1
System-67_2,60,67,66,63,62,66,66,64,63,62,65,63,63,67,63,62,63,69,60,64,69,67,68,67,1
System-67_3,67,65,66,68,60,62,60,64,62,66,68,64,60,64,67,62,60,65,62,65,60,63,66,62,1
System-67_4,69,63,63,61,62,61,69,62,61,67,60,63,67,69,66,60,61,62,62,63,65,65,68,60,1
System-67_5,60,67,62,64,63,63,69,61,67,67,66,63,67,69,61,63,60,64,68,67,62,60,62,69,1
System-67_6,69,67,60,67,67,62,60,67,63,66,63,68,62,68,61,67,69,62,61,60,65,62,63,60,1
System-67_7,66,67,69,61,63,66,62,65,64,63,67,68,64,62,67,66,62,60,69,67,66,65,61,62,1
System-67_8,66,60,68,65,68,69,60,66,67,67,68,63,60,69,63,66,66,63,69,68,68,60,64,67,1
System-67_9,61,62,60,63,61,62,68,63,62,61,62,69,62,69,61,63,62,68,68,62,69,68,67,65,1
System-68_0,62,68,65,66,63,64,65,62,65,66,64,64,69,66,64,67,68,67,64,63,68,60,62,64,1
System-68_1,68,64,69,68,67,68,60,69,61,61,63,63,61,64,62,61,65,64,66,62,61,68,61,68,1
System-68_2,65,63,61,63,67,63,63,67,67,63,68,63,63,65,68,63,62,62,68,63,69,63,67,61,1
System-68_3,69,66,60,62,66,64,62,67,68,62,69,67,61,68,65,60,65,62,60,67,64,60,65,64,1
System-68_4,62,60,61,63,63,65,67,65,65,64,67,67,64,67,60,63,69,63,65,60,67,60,69,61,1
System-68_5,67,60,69,62,69,65,62,64,64,60,61,62,63,65,65,63,69,64,65,68,60,62,61,65,1
System-68_6,60,65,69,66,67,66,63,62,60,61,65,65,64,60,63,62,62,66,67,60,68,65,63,63,1
System-68_7,65,60,69,61,68,65,68,69,62,69,66,69,69,66,69,62,63,62,68,60,61,63,64,62,1
System-68_8,65,65,63,60,64,65,61,66,63,65,65,60,65,68,66,62,65,61,69,69,67,64,63,64,1
System-68_9,63,66,69,68,64,62,64,67,67,67,68,67,61,63,66,63,69,66,61,68,67,66,68,68,1
System-69_0,69,64,61,64,60,69,65,66,65,64,62,65,68,67,67,63,60,61,67,65,69,62,67,64,1
System-69_1,61,69,67,68,65,63,61,63,69,67,63,68,68,62,60,66,68,68,69,64,65,64,67,64,1
System-69_2,65,65,62,67,69,65,68,60,63,69,65,68,67,61,62,68,68,62,62,65,69,63,66,64,1
System-69_3,64,69,63,67,62,61,63,63,65,63,64,65,60,63,64,60,65,65,60,61,63,61,68,66,1
System-69_4,65,62,64,64,68,62,60,65,61,60,68,67,67,69,69,62,68,64,64,65,68,64,63,64,1
System-69_5,65,64,64,63,64,67,60,65,64,60,65,68,65,62,63,62,64,66,66,68,69,65,64,69,1
System-69_6,68,63,61,66,61,65,69,60,61,67,64,65,65,62,67,67,60,64,60,65,66,66,63,66,1
System-69_7,61,61,60,64,66,66,61,60,64,60,67,60,62,66,68,64,62,68,60,68,64,63,65,64,1
System-69_8,60,61,65,67,67,61,60,62,67,62,61,66,69,62,60,65,64,64,69,60,68,68,61,68,1
System-69_9,60,65,61,69,67,69,67,69,66,68,68,62,64,69,61,63,64,65,65,60,68,61,67,66,1
System-70_0,78,71,76,72,74,73,76,70,76,79,79,78,70,70,71,79,74,74,73,79,78,78,72,70,1
System-70_1,77,73,78,78,73,73,77,72,79,79,74,77,70,79,72,71,76,72,77,73,70,79,78,79,1
System-70_2,77,77,74,73,71,77,74,73,72,73,74,72,73,73,70,74,76,71,79,74,73,79,77,76,1
System-70_3,78,79,77,71,74,74,76,71,78,78,75,72,78,70,70,76,75,70,78,73,74,73,74,75,1
System-70_4,75,74,71,70,73,70,75,71,78,78,73,74,70,79,78,73,76,71,74,72,72,79,79,75,1
System-70_5,74,75,75,72,77,79,79,79,72,79,71,71,74,73,70,77,75,77,70,76,74,78,73,71,1
System-70_6,76,72,76,73,77,75,70,76,75,74,77,72,72,78,72,72,72,78,78,76,78,77,72,73,1
System-70_7,71,76,73,70,78,77,72,72,78,77,74,77,75,71,74,78,76,75,70,77,77,75,75,77,1
System-70_8,71,76,74,79,75,78,70,78,79,77,74,73,76,74,75,75,79,75,73,78,78,79,70,77,1
System-70_9,79,72,72,77,71,72,74,71,73,73,72,72,75,72,79,72,77,74,79,74,75,71,78,72,1
System-71_0,74,73,76,76,74,78,77,77,79,75,75,78,72,73,76,75,78,75,78,73,79,74,79,72,1
System-71_1,72,75,76,78,73,79,74,71,70,70,78,76,75,78,77,74,70,77,73,77,72,78,78,75,1
System-71_2,72,79,70,76,75,76,71,74,76,71,74,76,74,75,77,70,77,78,77,75,75,76,70,76,1
System-71_3,73,72,77,71,75,71,71,74,76,72,70,70,73,73,74,79,77,71,77,72,78,70,70,78,1
System-71_4,72,74,78,79,74,72,79,76,76,71,76,72,71,78,70,75,72,70,76,76,78,70,70,73,1
System-71_5,79,77,75,70,76,70,76,71,70,77,70,76,70,75,77,78,79,70,78,73,72,76,70,75,1
System-71_6,76,76,72,78,71,78,72,78,71,76,76,78,79,75,75,72,72,79,77,72,75,75,73,77,1
System-71_7,79,70,71,76,72,79,72,77,76,71,79,76,70,71,78,73,73,77,78,73,79,74,76,72,1
System-71_8,75,77,78,76,73,73,71,72,79,78,73,71,71,71,71,77,78,75,79,73,74,77,76,78,1
System-71_9,79,78,70,78,72,73,78,71,76,72,73,70,77,74,77,74,73,77,78,72,75,72,72,73,1
System-72_0,76,77,71,70,71,77,75,71,74,76,76,73,73,76,79,70,70,73,76,79,78,73,74,74,1
System-72_1,72,75,73,71,70,77,77,78,71,71,70,79,76,74,79,71,72,78,79,74,79,70,71,76,1
System-72_2,74,70,78,73,70,75,78,79,70,78,72,71,73,70,78,71,79,76,79,79,76,70,76,76,1
System-72_3,72,71,71,72,71,77,76,78,72,73,72,78,73,70,78,77,72,74,74,76,74,79,77,79,1
System-72_4,72,72,72,78,77,79,77,76,71,71,70,74,73,74,76,72,70,75,72,78,75,75,73,75,1
System-72_5,78,75,77,73,79,75,72,75,72,78,72,78,74,78,75,72,76,71,73,72,74,70,76,72,1
System-72_6,70,75,77,75,70,70,72,75,74,72,71,71,78,73,77,70,79,74,76,75,75,79,70,74,1
System-72_7,74,76,74,74,75,72,79,71,78,77,71,77,74,77,77,74,71,70,70,70,79,75,70,76,1
System-72_8,71,70,72,77,71,75,73,71,73,74,71,72,78,79,70,74,72,74,71,73,72,72,78,76,1
System-72_9,76,70,78,73,73,71,76,71,77,73,73,75,75,72,71,72,77,76,71,78,73,74,73,75,1
System-73_0,76,74,78,76,73,79,70,79,72,70,76,75,79,76,72,73,76,75,77,72,72,77,70,76,1
System-73_1,73,73,72,70,72,74,74,70,77,74,72,76,77,70,75,70,79,78,70,78,79,79,75,76,1
System-73_2,70,75,76,78,71,77,70,76,79,78,76,79,71,75,76,72,73,70,79,78,76,72,77,73,1
System-73_3,76,78,74,71,75,77,78,74,74,70,71,73,74,74,70,71,76,74,79,70,70,73,72,77,1
System-73_4,76,70,73,78,75,77,71,72,75,72,72,70,73,76,73,72,79,72,71,76,74,78,71,71,1
System-73_5,70,77,75,76,72,74,73,77,79,74,76,74,79,72,75,74,71,77,76,77,79,79,71,74,1
System-73_6,78,74,71,70,78,77,78,72,74,77,74,78,74,72,75,78,77,76,75,79,78,74,70,71,1
System-73_7,78,79,79,72,72,70,78,73,76,72,74,76,70,77,75,76,77,76,77,74,77,79,79,74,1
